year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,sourcecode,Version
1945,390,DEN,"3,959,200","18,317",0,534,"8,442","3,986,493",0,0,0,"5,785","5,785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,423","32,299","4,007,701","4,040,000",0.98,0.0045,0,0.0001,0.0021,0.9868,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.008,0.992,1,0,34,99,35,Low,99,1.1
1950,390,DEN,"4,194,765","24,211",0,999,"12,981","4,232,956",0,0,0,"6,021","6,021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,018","1,005","4,268,995","4,270,000",0.9824,0.0057,0,0.0002,0.003,0.9913,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.0002,0.9998,1,0,24,4,7,Medium,7,1.1
1955,390,DEN,"4,333,232","32,001",0,"1,866","16,959","4,384,058",0,0,0,"6,266","6,266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,421",255,"4,438,745","4,439,000",0.9762,0.0072,0,0.0004,0.0038,0.9876,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0.0001,0.9999,1,0,34,99,35,Low,99,1.1
1960,390,DEN,"4,464,700","35,790",0,"2,733","18,937","4,522,160",0,0,0,"6,510","6,510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,825",505,"4,580,495","4,581,000",0.9746,0.0078,0,0.0006,0.0041,0.9872,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.0001,0.9999,1,0,34,9,28,Low,2,1.1
1965,390,DEN,"4,601,770","47,580",0,"3,600","23,916","4,676,866",0,0,0,"6,755","6,755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,228",151,"4,757,849","4,758,000",0.9672,0.01,0,0.0008,0.005,0.9829,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0,1,1,0,234,99,35,Low,99,1.1
1970,390,DEN,"4,731,840","49,290",0,"4,066","38,894","4,824,090",0,0,0,"6,999","6,999",0,0,0,0,0,0,"9,977","9,977",0,0,"1,001","1,001",0,0,0,0,"1,001",0,0,0,0,0,"85,631",301,"4,928,699","4,929,000",0.96,0.01,0,0.0008,0.0079,0.9787,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0.002,0.002,0,0,0.0002,0.0002,0,0,0,0,0.0002,0,0,0,0,0,0.0174,0.0001,0.9999,1,0,34,4,10,Medium,7,1.1
1975,390,DEN,"4,707,130","44,468",0,"5,333","47,872","4,804,803",0,0,0,"7,124","7,124",0,0,0,0,0,0,"12,488","12,488",0,0,"3,569","3,569",0,0,0,0,"1,200",0,0,0,0,0,"170,353","60,463","4,999,537","5,060,000",0.9303,0.0088,0,0.0011,0.0095,0.9496,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0.0025,0.0025,0,0,0.0007,0.0007,0,0,0,0,0.0002,0,0,0,0,0,0.0337,0.0119,0.9881,1,0,34,9,28,Low,2,1.1
1980,390,DEN,"4,682,420","39,645",200,"6,200","54,850","4,783,315",0,0,0,"7,250","7,250",0,0,0,0,0,800,"12,200","13,000",0,0,"6,137","6,137",0,0,0,0,"1,400",0,0,0,0,0,"197,076","114,822","5,008,178","5,123,000",0.914,0.0077,0,0.0012,0.0107,0.9337,0,0,0,0.0014,0.0014,0,0,0,0,0,0.0002,0.0024,0.0025,0,0,0.0012,0.0012,0,0,0,0,0.0003,0,0,0,0,0,0.0385,0.0224,0.9776,1,0,34,4,10,Medium,7,1.1
1985,390,DEN,"4,657,710","34,823",700,"5,600","81,495","4,780,328",0,0,0,"6,975","6,975",0,0,0,0,0,0,"34,000","34,000",0,0,"8,705","8,705",0,0,0,0,"1,450",0,0,0,0,0,"223,798","58,744","5,055,256","5,114,000",0.9108,0.0068,0.0001,0.0011,0.0159,0.9348,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0.0066,0.0066,0,0,0.0017,0.0017,0,0,0,0,0.0003,0,0,0,0,0,0.0438,0.0115,0.9885,1,0,34,2,10,Medium,13,1.1
1990,390,DEN,"4,633,000","30,000","1,200","5,000","108,140","4,777,340",0,0,0,"6,700","6,700",0,0,0,0,0,0,"55,000","55,000",0,0,"11,272","11,272",0,"3,400",0,0,"1,500",0,0,0,0,0,"250,520","34,268","5,105,732","5,140,000",0.9014,0.0058,0.0002,0.001,0.021,0.9294,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0107,0.0107,0,0,0.0022,0.0022,0,0.0007,0,0,0.0003,0,0,0,0,0,0.0487,0.0067,0.9933,1,0,34,4,10,Medium,7,1.1
1995,390,DEN,"4,537,618","32,043","4,067","4,233","125,472","4,703,433",0,0,0,"6,737","6,737",0,0,0,0,0,0,"108,747","108,747",0,0,"13,840","13,840",0,"5,564",0,0,"1,274",0,0,0,0,0,"356,035","32,370","5,195,630","5,228,000",0.8679,0.0061,0.0008,0.0008,0.024,0.8997,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0208,0.0208,0,0,0.0026,0.0026,0,0.0011,0,0,0.0002,0,0,0,0,0,0.0681,0.0062,0.9938,1,0,34,9,28,Low,2,1.1
2000,390,DEN,"4,510,306","32,959",780,0,"7,289","4,551,334",0,0,0,"6,159","6,159","169,540","4,967",0,0,0,0,0,"174,507",0,0,"3,941","3,941",0,0,0,0,0,0,0,0,0,0,"435,000","122,059","5,170,941","5,293,000",0.8521,0.0062,0.0001,0,0.0014,0.8599,0,0,0,0.0012,0.0012,0.032,0.0009,0,0,0,0,0,0.033,0,0,0.0007,0.0007,0,0,0,0,0,0,0,0,0,0,0.0822,0.0231,0.9769,1,0,24,4,7,High,156,1.1
2005,390,DEN,"4,493,363","35,865","9,169",0,"6,548","4,544,945",0,0,0,"7,000","7,000","200,000",0,0,0,0,0,0,"200,000",0,0,"4,423","4,423",0,0,0,0,0,0,0,0,0,0,"471,500","188,132","5,227,868","5,416,000",0.8296,0.0066,0.0017,0,0.0012,0.8392,0,0,0,0.0013,0.0013,0.0369,0,0,0,0,0,0,0.0369,0,0,0.0008,0.0008,0,0,0,0,0,0,0,0,0,0,0.0871,0.0347,0.9653,1,0,24,4,7,High,155,1.1
2010,390,DEN,"4,481,602","37,964",799,0,"6,872","4,527,237",0,0,0,"2,153","2,153","215,000","7,000",0,0,0,0,0,"222,000",0,0,"4,487","4,487",0,206,0,0,349,0,0,0,0,619,"560,000","222,583","5,317,051","5,539,634",0.809,0.0069,0.0001,0,0.0012,0.8172,0,0,0,0.0004,0.0004,0.0388,0.0013,0,0,0,0,0,0.0401,0,0,0.0008,0.0008,0,0,0,0,0.0001,0,0,0,0,0.0001,0.1011,0.0402,0.9598,1,0,24,4,7,High,155,1.1
1945,395,ICE,"125,130",176,0,0,"1,265","126,571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,326",103,"128,897","129,000",0.97,0.0014,0,0,0.0098,0.9812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0008,0.9992,1,0,34,99,35,Low,99,1.1
1950,395,ICE,"139,140",400,0,0,"1,154","140,694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,242",64,"142,936","143,000",0.973,0.0028,0,0,0.0081,0.9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157,0.0004,0.9996,1,0,24,4,5,Medium,7,1.1
1955,395,ICE,"153,100",907,0,0,"1,671","155,678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,161",161,"157,839","158,000",0.969,0.0057,0,0,0.0106,0.9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0.001,0.999,1,0,34,99,35,Low,99,1.1
1960,395,ICE,"170,600","1,413",0,0,"1,887","173,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,080",20,"175,980","176,000",0.9693,0.008,0,0,0.0107,0.9881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118,0.0001,0.9999,1,0,34,9,28,Low,2,1.1
1965,395,ICE,"184,300","1,920",0,0,"2,104","188,324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,999","1,677","190,323","192,000",0.9599,0.01,0,0,0.011,0.9809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,0.0087,0.9913,1,0,234,99,35,Low,99,1.1
1970,395,ICE,"195,880","2,006",0,0,"2,799","200,685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,300,0,0,0,0,100,"2,192",663,"203,337","204,000",0.9602,0.0098,0,0,0.0137,0.9838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0015,0,0,0,0,0.0005,0.0107,0.0033,0.9968,1,0,234,4,10,Medium,7,1.1
1975,395,ICE,"209,700","2,092",0,0,"3,194","214,986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,350,0,0,0,0,165,"2,354",65,"217,935","218,000",0.9619,0.0096,0,0,0.0147,0.9862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0.0016,0,0,0,0,0.0008,0.0108,0.0003,0.9997,1,0,234,9,28,Low,2,1.1
1980,395,ICE,"218,230","2,178",0,0,"4,099","224,507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,400,0,0,0,0,230,"2,610",153,"227,847","228,000",0.9571,0.0096,0,0,0.018,0.9847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0.0018,0,0,0,0,0.001,0.0114,0.0007,0.9993,1,0,24,4,5,Medium,7,1.1
1985,395,ICE,"227,020","2,264",0,0,"4,716","234,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,475,0,0,0,0,230,"3,049","3,121","237,879","241,000",0.942,0.0094,0,0,0.0196,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0.002,0,0,0,0,0.001,0.0127,0.013,0.987,1,0,234,2,10,Medium,13,1.1
1990,395,ICE,"235,110","2,350",0,0,"8,609","246,069",0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,150,0,0,550,0,0,0,0,230,"3,529","4,422","250,578","255,000",0.922,0.0092,0,0,0.0338,0.965,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0.0006,0,0,0.0022,0,0,0,0,0.0009,0.0138,0.0173,0.9827,1,0,24,4,5,Medium,7,1.1
1995,395,ICE,"244,305","2,670",0,0,"10,052","257,027",0,0,0,0,0,0,0,0,0,0,0,221,221,0,0,0,0,0,440,0,0,537,0,0,0,0,245,"3,923","4,607","262,393","267,000",0.915,0.01,0,0,0.0376,0.9626,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0016,0,0,0.002,0,0,0,0,0.0009,0.0147,0.0173,0.9827,1,0,234,9,28,Low,2,1.1
2000,395,ICE,"260,686","3,883",0,0,"3,858","268,427",0,0,0,0,0,0,0,0,0,0,0,135,135,0,0,455,455,0,0,0,0,398,0,0,0,0,355,"6,037","5,193","275,807","281,000",0.9277,0.0138,0,0,0.0137,0.9553,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0.0016,0.0016,0,0,0,0,0.0014,0,0,0,0,0.0013,0.0215,0.0185,0.9815,1,0,24,4,5,High,154,1.1
2005,395,ICE,"267,015","5,834",418,0,"4,348","277,615",0,0,0,0,0,0,0,0,0,0,0,321,321,0,0,597,597,0,0,0,0,379,0,0,0,0,886,"7,211","8,991","287,009","296,000",0.9021,0.0197,0.0014,0,0.0147,0.9379,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0011,0,0,0.002,0.002,0,0,0,0,0.0013,0,0,0,0,0.003,0.0244,0.0304,0.9696,1,0,24,4,5,High,154,1.1
2010,395,ICE,"275,000","9,647",709,0,"4,707","290,063",0,0,0,0,0,0,0,0,0,0,0,"1,589","1,589",0,0,"1,087","1,087",0,0,0,0,396,0,0,0,0,"1,398","10,309","11,979","304,842","316,821",0.868,0.0304,0.0022,0,0.0149,0.9155,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0.0034,0.0034,0,0,0,0,0.0012,0,0,0,0,0.0044,0.0325,0.0378,0.9622,1,0,24,4,5,High,154,1.1
1975,402,CAP,"7,400","285,000",0,0,100,"292,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,"1,975","2,000",375,"296,625","297,000",0.0249,0.9596,0,0,0.0003,0.9848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0.0066,0.0067,0.0013,0.9987,1,0,34,99,35,Low,99,1.1
1980,402,CAP,"8,600","275,280",0,0,"5,920","289,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,"2,376","2,200","1,424","294,576","296,000",0.0291,0.93,0,0,0.02,0.9791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.008,0.0074,0.0048,0.9952,1,0,134,4,10,Medium,7,1.1
1985,402,CAP,"9,550","309,690",0,0,"6,660","325,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,"2,859","2,400","1,541","331,459","333,000",0.0287,0.93,0,0,0.02,0.9787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.0086,0.0072,0.0046,0.9954,1,0,1234,2,10,Medium,13,1.1
1990,402,CAP,"10,500","313,520",0,0,"3,300","327,320",0,0,0,0,0,0,0,0,0,0,0,"7,600","7,600",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,440","2,600",40,"340,960","341,000",0.0308,0.9194,0,0,0.0097,0.9599,0,0,0,0,0,0,0,0,0,0,0,0.0223,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101,0.0076,0.0001,0.9999,1,0,24,4,7,Medium,7,1.1
1995,402,CAP,"11,000","354,120",0,0,"3,500","368,620",0,0,0,52,52,0,0,0,0,0,0,"9,828","9,828",0,0,0,0,0,0,0,0,527,0,0,0,0,"4,000","2,900",73,"385,927","386,000",0.0285,0.9174,0,0,0.0091,0.955,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0255,0.0255,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0.0104,0.0075,0.0002,0.9998,1,0,134,9,28,Low,2,1.1
2000,402,CAP,"12,840","387,859",0,0,"5,500","406,199",0,0,0,55,55,0,0,0,0,0,0,"11,856","11,856",0,0,0,0,0,0,0,0,650,0,0,0,0,"4,837","3,454",949,"427,051","428,000",0.03,0.9062,0,0,0.0129,0.9491,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0277,0.0277,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0.0113,0.0081,0.0022,0.9978,1,0,24,8,20,Medium,83,1.1
2005,402,CAP,"20,985","411,000",0,0,"6,421","438,406",0,0,0,0,0,"10,200","1,200",0,0,0,0,0,"11,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,380","1,814","458,186","460,000",0.0456,0.8935,0,0,0.014,0.9531,0,0,0,0,0,0.0222,0.0026,0,0,0,0,0,0.0248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182,0.0039,0.9961,1,0,24,8,20,Medium,200,1.1
2010,402,CAP,"21,020","422,000",0,0,"7,200","450,220",0,0,0,0,0,"14,200","1,000",0,0,0,0,0,"15,200",0,0,0,0,0,0,0,0,0,0,0,0,0,611,"8,500",469,"474,531","475,000",0.0443,0.8884,0,0,0.0152,0.9478,0,0,0,0,0,0.0299,0.0021,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0179,0.001,0.999,1,0,24,8,20,Medium,202,1.1
1975,403,STP,"1,500","68,920",0,0,"6,530","76,950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,"2,000",0,"4,000","79,000","83,000",0.0181,0.8304,0,0,0.0787,0.9271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0241,0,0.0482,0.9518,1,0,34,99,35,Low,99,1.1
1980,403,STP,"2,000","79,000",0,0,"10,340","91,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,"1,875",0,235,"93,765","94,000",0.0213,0.8404,0,0,0.11,0.9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0,0,0,0,0.0199,0,0.0025,0.9975,1,0,134,10,28,Low,12,1.1
1985,403,STP,"3,100","85,680",0,0,"10,200","98,980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,050",0,0,0,0,"1,750",0,220,"101,780","102,000",0.0304,0.84,0,0,0.1,0.9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103,0,0,0,0,0.0172,0,0.0022,0.9978,1,0,134,9,28,Low,2,1.1
1990,403,STP,"4,200","94,300",0,0,"11,500","110,000",0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,"2,050",0,0,0,0,"1,500",900,500,"114,500","115,000",0.0365,0.82,0,0,0.1,0.9565,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0,0.0178,0,0,0,0,0.013,0.0078,0.0043,0.9957,1,0,24,8,20,Medium,203,1.1
1995,403,STP,"5,775","97,600",0,0,"13,420","116,795",0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,"2,774",0,0,0,0,925,"1,167",285,"121,715","122,000",0.0473,0.8,0,0,0.11,0.9573,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0,0.0227,0,0,0,0,0.0076,0.0096,0.0023,0.9977,1,0,34,9,28,Low,2,1.1
2000,403,STP,"9,790","103,842",0,0,"16,000","129,632",0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,"3,500",0,0,0,0,"1,350","4,450","8,010","138,990","147,000",0.0666,0.7064,0,0,0.1088,0.8819,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0,0.0238,0,0,0,0,0.0092,0.0303,0.0545,0.9455,1,0,24,5,20,Medium,13,1.1
2005,403,STP,"13,040","119,530",0,0,"6,500","139,070",0,0,0,0,0,0,0,0,0,0,0,"1,250","1,250",0,0,0,0,0,0,0,0,"3,688",0,0,0,0,869,"3,235",888,"148,112","149,000",0.0875,0.8022,0,0,0.0436,0.9334,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.0084,0,0,0,0,0,0,0,0,0.0248,0,0,0,0,0.0058,0.0217,0.006,0.994,1,0,99,34,28,Low,99,1.1
2010,403,STP,"16,291","135,219",0,0,"2,300","153,810",0,0,0,0,0,0,0,0,0,0,0,"2,443","2,443",0,0,0,0,0,0,0,0,"3,877",0,0,0,0,389,"2,020",376,"162,539","162,915",0.1,0.83,0,0,0.0141,0.9441,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0,0,0,0,0.0238,0,0,0,0,0.0024,0.0124,0.0023,0.9977,1,0,24,5,20,Medium,83,1.1
1975,404,GNB,"2,440","59,546",0,200,"4,514","66,700",0,0,0,0,0,0,0,0,0,0,0,"190,100","190,100",0,0,0,0,0,0,0,0,52,0,0,0,0,"370,000",0,148,"626,852","627,000",0.0039,0.095,0,0.0003,0.0072,0.1064,0,0,0,0,0,0,0,0,0,0,0,0.3032,0.3032,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.5901,0,0.0002,0.9998,1,0,34,99,35,Low,99,1.1
1980,404,GNB,"3,200","85,910",0,240,"7,810","97,160",0,0,0,0,0,0,0,0,0,0,0,"249,920","249,920",0,0,0,0,0,0,0,0,90,0,0,0,0,"429,550",900,"3,380","777,620","781,000",0.0041,0.11,0,0.0003,0.01,0.1244,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.55,0.0012,0.0043,0.9957,1,0,134,4,10,Medium,7,1.1
1985,404,GNB,"5,100","98,955",0,245,"8,670","112,970",0,0,0,0,0,0,0,0,0,0,0,"286,770","286,770",0,0,0,0,0,0,0,0,155,0,0,0,0,"460,370","8,690",45,"868,955","869,000",0.0059,0.1139,0,0.0003,0.01,0.13,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.5298,0.01,0.0001,0.9999,1,0,34,5,24,Medium,1,1.1
1990,404,GNB,"7,000","102,000",0,250,"6,070","115,320",0,0,0,0,0,0,0,0,0,0,0,"318,120","318,120",0,0,0,0,0,0,0,0,220,0,0,0,0,"510,920","13,600","5,820","958,180","964,000",0.0073,0.1058,0,0.0003,0.0063,0.1196,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.53,0.0141,0.006,0.994,1,0,24,4,8,Medium,7,1.1
1995,404,GNB,"9,565","116,650",0,255,"16,084","142,554",0,0,0,0,0,0,0,0,0,0,0,"374,150","374,150",0,0,0,0,0,0,0,0,216,0,0,0,0,"534,500","14,628","2,952","1,066,048","1,069,000",0.0089,0.1091,0,0.0002,0.015,0.1334,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.5,0.0137,0.0028,0.9972,1,0,34,5,24,Medium,1,1.1
2000,404,GNB,"10,500","120,000",0,0,"15,000","145,500",0,0,0,0,0,"495,000","10,200",0,0,0,0,0,"505,200",0,0,0,0,0,0,0,0,213,0,0,0,0,"545,850","15,657",580,"1,212,420","1,213,000",0.0087,0.0989,0,0,0.0124,0.12,0,0,0,0,0,0.4081,0.0084,0,0,0,0,0,0.4165,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.45,0.0129,0.0005,0.9995,1,0,24,5,20,Medium,83,1.1
2005,404,GNB,"12,411","124,112",0,0,"22,343","158,866",0,0,0,0,0,"545,781","11,138",0,0,0,0,0,"556,919",0,0,0,0,0,0,0,0,251,0,0,0,0,"583,440","19,200","7,324","1,318,676","1,326,000",0.0094,0.0936,0,0,0.0168,0.1198,0,0,0,0,0,0.4116,0.0084,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.44,0.0145,0.0055,0.9945,1,0,24,5,20,Medium,83,1.1
2010,404,GNB,"12,119","126,500",0,229,"22,000","160,848",0,0,0,0,0,"575,000","14,777",0,0,0,0,0,"589,777",0,0,0,0,0,0,0,0,260,0,0,0,0,"702,000","24,000",899,"1,476,885","1,477,784",0.0082,0.0856,0,0.0002,0.0149,0.1088,0,0,0,0,0,0.3891,0.01,0,0,0,0,0,0.3991,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.475,0.0162,0.0006,0.9994,1,0,24,5,20,Medium,83,1.1
1970,411,EQG,"14,899","230,712",0,0,"11,297","256,908",0,0,0,0,0,0,0,0,0,0,0,"1,301","1,301",0,0,0,0,0,0,0,0,701,0,0,0,0,"19,253","12,810",27,"290,973","291,000",0.0512,0.7928,0,0,0.0388,0.8828,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.0045,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0.0662,0.044,0.0001,0.9999,1,0,24,4,7,Medium,7,1.1
1975,411,EQG,"14,949","182,250",0,0,0,"197,199",0,0,0,0,0,0,0,0,0,0,0,"1,425","1,425",0,0,0,0,0,0,0,0,800,0,0,0,0,"17,446","6,000","2,130","222,870","225,000",0.0664,0.81,0,0,0,0.8764,0,0,0,0,0,0,0,0,0,0,0,0.0063,0.0063,0,0,0,0,0,0,0,0,0.0036,0,0,0,0,0.0775,0.0267,0.0095,0.9905,1,0,134,9,28,Low,2,1.1
1980,411,EQG,"15,000","175,770",0,0,0,"190,770",0,0,0,0,0,0,0,0,0,0,0,"1,550","1,550",0,0,0,0,0,0,0,0,900,0,0,0,0,"15,600","7,500",680,"216,320","217,000",0.0691,0.81,0,0,0,0.8791,0,0,0,0,0,0,0,0,0,0,0,0.0071,0.0071,0,0,0,0,0,0,0,0,0.0041,0,0,0,0,0.0719,0.0346,0.0031,0.9969,1,0,24,4,8,Medium,7,1.1
1985,411,EQG,"15,050","269,520",0,0,0,"284,570",0,0,0,0,0,0,0,0,0,0,0,"4,255","4,255",0,0,0,0,0,0,0,0,"1,150",0,0,0,0,"12,300","6,240","3,485","308,515","312,000",0.0482,0.8638,0,0,0,0.9121,0,0,0,0,0,0,0,0,0,0,0,0.0136,0.0136,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0.0394,0.02,0.0112,0.9888,1,0,134,5,20,Medium,1,1.1
1990,411,EQG,"15,100","303,500",0,0,0,"318,600",0,0,0,0,0,0,0,0,0,0,0,"6,960","6,960",0,0,0,0,0,150,0,0,"1,400",0,0,0,0,"9,000","11,000",890,"347,110","348,000",0.0434,0.8721,0,0,0,0.9155,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.0004,0,0,0.004,0,0,0,0,0.0259,0.0316,0.0026,0.9974,1,0,24,4,8,Medium,7,1.1
